,Price,Open,High,Low,Vol.,Change %
2022-06-15,1816.3,1806.6,1840.0,1805.6,1.03,0.0032
2022-06-16,1846.6,1831.9,1855.8,1815.8,0.98,0.0167
2022-06-17,1836.5,1851.8,1851.8,1832.0,0.48,-0.0055000000000000005
2022-06-18,1836.5,1851.8,1851.8,1832.0,0.48,-0.0055000000000000005
2022-06-19,1836.5,1851.8,1851.8,1832.0,0.48,-0.0055000000000000005
2022-06-20,1838.8,1840.6,1848.4,1830.7,176.3,0.0013
2022-06-21,1835.4,1834.7,1842.4,1831.0,0.42,-0.0018
2022-06-22,1835.2,1829.3,1845.1,1822.3,0.53,-0.0001
2022-06-23,1826.3,1835.0,1842.9,1822.4,0.23,-0.0048
2022-06-24,1827.0,1822.6,1829.0,1814.6,0.57,0.0004
2022-06-25,1827.0,1822.6,1829.0,1814.6,0.57,0.0004
2022-06-26,1827.0,1822.6,1829.0,1814.6,0.57,0.0004
2022-06-27,1821.0,1833.4,1837.3,1818.0,0.58,-0.0033
2022-06-28,1817.5,1820.1,1825.3,1816.4,0.39,-0.0019
2022-06-29,1817.5,1821.4,1834.9,1810.7,155.54,0.0
2022-06-30,1807.3,1819.2,1826.8,1802.5,208.9,-0.005600000000000001
2022-07-01,1801.5,1808.1,1813.6,1783.4,249.49,-0.0032
2022-07-02,1801.5,1808.1,1813.6,1783.4,249.49,-0.0032
2022-07-03,1801.5,1808.1,1813.6,1783.4,249.49,-0.0032
2022-07-04,1763.9,1814.4,1815.2,1763.0,310.37,-0.0209
2022-07-05,1763.9,1814.4,1815.2,1763.0,310.37,0.0
2022-07-06,1736.5,1764.2,1771.5,1730.7,258.82,-0.0155
2022-07-07,1739.7,1737.2,1748.2,1734.7,151.26,0.0018
2022-07-08,1742.3,1738.7,1751.7,1726.0,189.18,0.0015
2022-07-09,1742.3,1738.7,1751.7,1726.0,189.18,0.0015
2022-07-10,1742.3,1738.7,1751.7,1726.0,189.18,0.0015
2022-07-11,1731.7,1741.5,1743.0,1729.0,171.9,-0.0060999999999999995
2022-07-12,1724.8,1731.3,1742.2,1721.6,255.17,-0.004
2022-07-13,1735.5,1723.6,1744.3,1704.5,300.55,0.0062
2022-07-14,1705.8,1733.6,1734.8,1695.0,266.35,-0.0171
2022-07-15,1703.6,1708.2,1714.2,1696.6,176.8,-0.0013
2022-07-16,1703.6,1708.2,1714.2,1696.6,176.8,-0.0013
2022-07-17,1703.6,1708.2,1714.2,1696.6,176.8,-0.0013
2022-07-18,1710.2,1706.4,1722.0,1704.4,157.54,0.0039000000000000003
2022-07-19,1710.7,1707.2,1716.5,1702.6,131.77,0.0003
2022-07-20,1700.2,1709.5,1712.7,1690.1,174.47,-0.0060999999999999995
2022-07-21,1713.4,1693.7,1719.5,1678.4,248.88,0.0078000000000000005
2022-07-22,1727.4,1717.2,1738.3,1711.7,200.62,0.008199999999999999
2022-07-23,1727.4,1717.2,1738.3,1711.7,200.62,0.008199999999999999
2022-07-24,1727.4,1717.2,1738.3,1711.7,200.62,0.008199999999999999
2022-07-25,1719.1,1726.3,1734.6,1712.9,160.72,-0.0048
2022-07-26,1717.7,1717.9,1726.4,1711.5,147.37,-0.0008
2022-07-27,1719.1,1715.2,1739.6,1709.1,144.87,0.0008
2022-07-28,1754.4,1737.0,1759.0,1736.5,1.47,0.020499999999999997
2022-07-29,1766.9,1758.5,1769.7,1754.0,0.86,0.0070999999999999995
2022-07-30,1766.9,1758.5,1769.7,1754.0,0.86,0.0070999999999999995
2022-07-31,1766.9,1758.5,1769.7,1754.0,0.86,0.0070999999999999995
2022-08-01,1772.7,1767.7,1777.0,1759.8,1.07,0.0033
2022-08-02,1774.8,1773.9,1790.5,1762.0,2.47,0.0012
2022-08-03,1760.9,1763.0,1774.0,1754.8,1.82,-0.0078000000000000005
2022-08-04,1791.2,1765.8,1795.5,1764.1,1.65,0.0172
2022-08-05,1775.8,1790.9,1795.2,1765.0,2.04,-0.0086
2022-08-06,1775.8,1790.9,1795.2,1765.0,2.04,-0.0086
2022-08-07,1775.8,1790.9,1795.2,1765.0,2.04,-0.0086
2022-08-08,1789.6,1776.3,1790.3,1771.5,1.69,0.0078000000000000005
2022-08-09,1796.8,1789.5,1801.0,1784.0,0.93,0.004
2022-08-10,1798.5,1796.0,1809.1,1788.2,1.6,0.0009
2022-08-11,1792.1,1792.3,1799.0,1784.0,1.92,-0.0036
2022-08-12,1800.8,1789.0,1803.8,1786.0,0.57,0.0049
2022-08-13,1800.8,1789.0,1803.8,1786.0,0.57,0.0049
2022-08-14,1800.8,1789.0,1803.8,1786.0,0.57,0.0049
2022-08-15,1783.3,1803.7,1803.7,1772.8,0.66,-0.0097
2022-08-16,1774.9,1780.1,1783.0,1770.5,0.43,-0.004699999999999999
2022-08-17,1761.9,1775.5,1781.7,1759.0,0.62,-0.0073
2022-08-18,1756.5,1763.0,1771.0,1754.6,0.71,-0.0031
2022-08-19,1748.4,1757.7,1757.7,1744.8,0.62,-0.0046
2022-08-20,1748.4,1757.7,1757.7,1744.8,0.62,-0.0046
2022-08-21,1748.4,1757.7,1757.7,1744.8,0.62,-0.0046
2022-08-22,1734.4,1747.0,1747.0,1726.0,0.68,-0.008
2022-08-23,1747.3,1734.6,1753.0,1730.0,1.57,0.0074
2022-08-24,1747.8,1746.0,1755.2,1742.0,0.97,0.0003
2022-08-25,1757.8,1751.1,1765.1,1750.0,0.73,0.005699999999999999
2022-08-26,1736.5,1758.0,1758.0,1733.1,1.05,-0.0121
2022-08-27,1736.5,1758.0,1758.0,1733.1,1.05,-0.0121
2022-08-28,1736.5,1758.0,1758.0,1733.1,1.05,-0.0121
2022-08-29,1736.7,1736.0,1741.0,1718.2,0.95,0.0001
2022-08-30,1726.9,1740.5,1743.1,1723.7,6.95,-0.005600000000000001
2022-08-31,1716.9,1725.8,1728.7,1711.7,8.91,-0.0058
2022-09-01,1699.6,1713.1,1713.1,1689.8,11.25,-0.0101
2022-09-02,1713.0,1698.6,1719.8,1696.9,8.55,0.0079
2022-09-03,1713.0,1698.6,1719.8,1696.9,8.55,0.0079
2022-09-04,1713.0,1698.6,1719.8,1696.9,8.55,0.0079
2022-09-05,1712.9,1724.2,1737.4,1710.6,206.27,-0.0001
2022-09-06,1703.4,1715.0,1727.0,1701.0,7.57,-0.0055000000000000005
2022-09-07,1718.2,1703.2,1721.4,1692.5,7.51,0.0087
2022-09-08,1710.6,1720.3,1729.3,1704.4,5.09,-0.0044
2022-09-09,1718.8,1710.2,1730.5,1710.0,8.17,0.0048
2022-09-10,1718.8,1710.2,1730.5,1710.0,8.17,0.0048
2022-09-11,1718.8,1710.2,1730.5,1710.0,8.17,0.0048
2022-09-12,1730.8,1719.2,1736.4,1712.7,5.71,0.006999999999999999
2022-09-13,1707.1,1725.8,1732.8,1696.9,11.55,-0.0137
2022-09-14,1698.2,1702.5,1706.8,1692.8,7.08,-0.0052
2022-09-15,1666.8,1696.8,1696.8,1658.7,12.32,-0.018500000000000003
2022-09-16,1672.8,1663.3,1679.2,1651.9,10.86,0.0036
2022-09-17,1672.8,1663.3,1679.2,1651.9,10.86,0.0036
2022-09-18,1672.8,1663.3,1679.2,1651.9,10.86,0.0036
2022-09-19,1667.6,1673.0,1678.0,1657.1,6.29,-0.0031
2022-09-20,1661.0,1674.6,1678.0,1657.8,7.07,-0.004
2022-09-21,1665.8,1664.6,1687.0,1651.5,10.1,0.0029
2022-09-22,1671.4,1670.4,1683.6,1653.7,6.42,0.0034000000000000002
2022-09-23,1645.3,1670.1,1674.5,1636.1,17.01,-0.015600000000000001
2022-09-24,1645.3,1670.1,1674.5,1636.1,17.01,-0.015600000000000001
2022-09-25,1645.3,1670.1,1674.5,1636.1,17.01,-0.015600000000000001
2022-09-26,1623.6,1642.8,1646.4,1618.4,14.96,-0.0132
2022-09-27,1626.5,1621.5,1640.2,1620.9,15.91,0.0018
2022-09-28,1660.3,1627.0,1661.5,1613.0,18.31,0.0208
2022-09-29,1663.6,1662.2,1667.5,1644.5,2.39,0.002
2022-09-30,1667.2,1665.4,1678.8,1663.4,0.39,0.0022
2022-10-01,1667.2,1665.4,1678.8,1663.4,0.39,0.0022
2022-10-02,1667.2,1665.4,1678.8,1663.4,0.39,0.0022
2022-10-03,1697.2,1667.9,1704.0,1664.4,0.64,0.018000000000000002
2022-10-04,1725.5,1703.4,1731.5,1699.9,0.81,0.0167
2022-10-05,1715.6,1729.2,1729.7,1703.9,1.04,-0.005699999999999999
2022-10-06,1715.5,1719.4,1728.7,1710.2,0.23,-0.0001
2022-10-07,1704.0,1714.3,1714.6,1694.3,0.26,-0.0067
2022-10-08,1704.0,1714.3,1714.6,1694.3,0.26,-0.0067
2022-10-09,1704.0,1714.3,1714.6,1694.3,0.26,-0.0067
2022-10-10,1670.1,1698.7,1700.9,1667.5,0.49,-0.0199
2022-10-11,1680.9,1670.2,1686.0,1665.0,0.74,0.006500000000000001
2022-10-12,1672.3,1668.3,1679.6,1663.0,0.23,-0.0051
2022-10-13,1671.8,1675.3,1680.0,1644.5,0.32,-0.0003
2022-10-14,1643.7,1665.6,1672.1,1640.8,0.64,-0.0168
2022-10-15,1643.7,1665.6,1672.1,1640.8,0.64,-0.0168
2022-10-16,1643.7,1665.6,1672.1,1640.8,0.64,-0.0168
2022-10-17,1658.9,1646.3,1667.6,1645.2,0.6,0.0092
2022-10-18,1650.7,1651.0,1660.4,1647.0,0.72,-0.0049
2022-10-19,1629.0,1652.4,1654.0,1628.0,0.3,-0.0131
2022-10-20,1631.8,1628.9,1644.3,1621.2,0.5,0.0017000000000000001
2022-10-21,1651.5,1626.1,1657.2,1618.1,0.64,0.0121
2022-10-22,1651.5,1626.1,1657.2,1618.1,0.64,0.0121
2022-10-23,1651.5,1626.1,1657.2,1618.1,0.64,0.0121
2022-10-24,1649.2,1662.0,1666.3,1643.6,0.15,-0.0014000000000000002
2022-10-25,1653.3,1649.6,1660.5,1637.0,0.59,0.0025
2022-10-26,1664.4,1652.3,1674.0,1652.3,0.32,0.0067
2022-10-27,1660.3,1664.1,1669.2,1654.4,2.3,-0.0025
2022-10-28,1644.8,1667.2,1670.9,1640.7,196.36,-0.009300000000000001
2022-10-29,1644.8,1667.2,1670.9,1640.7,196.36,-0.009300000000000001
2022-10-30,1644.8,1667.2,1670.9,1640.7,196.36,-0.009300000000000001
2022-10-31,1640.7,1647.2,1648.5,1634.5,128.41,-0.0025
2022-11-01,1649.7,1636.1,1660.3,1633.6,197.98,0.0055000000000000005
2022-11-02,1650.0,1651.4,1673.1,1637.4,220.93,0.0002
2022-11-03,1630.9,1639.1,1643.2,1618.3,254.7,-0.0116
2022-11-04,1676.6,1631.7,1686.4,1631.1,293.52,0.027999999999999997
2022-11-05,1676.6,1631.7,1686.4,1631.1,293.52,0.027999999999999997
2022-11-06,1676.6,1631.7,1686.4,1631.1,293.52,0.027999999999999997
2022-11-07,1680.5,1678.6,1685.6,1670.0,187.59,0.0023
2022-11-08,1716.0,1678.0,1720.4,1667.1,297.62,0.021099999999999997
2022-11-09,1713.7,1715.2,1725.8,1705.1,239.65,-0.0013
2022-11-10,1753.7,1709.7,1760.6,1705.5,305.72,0.0233
2022-11-11,1769.4,1758.3,1775.6,1750.3,227.04,0.009000000000000001
2022-11-12,1769.4,1758.3,1775.6,1750.3,227.04,0.009000000000000001
2022-11-13,1769.4,1758.3,1775.6,1750.3,227.04,0.009000000000000001
2022-11-14,1776.9,1769.4,1778.4,1755.8,191.35,0.0042
2022-11-15,1776.8,1774.0,1791.8,1770.2,283.02,-0.0001
2022-11-16,1775.8,1782.0,1788.2,1773.4,200.76,-0.0006
2022-11-17,1763.0,1777.0,1777.6,1756.6,169.1,-0.0072
2022-11-18,1754.4,1763.1,1769.9,1749.2,137.33,-0.0049
2022-11-19,1754.4,1763.1,1769.9,1749.2,137.33,-0.0049
2022-11-20,1754.4,1763.1,1769.9,1749.2,137.33,-0.0049
2022-11-21,1739.6,1752.0,1755.0,1733.9,166.08,-0.0084
2022-11-22,1739.9,1739.7,1751.0,1737.6,153.09,0.0002
2022-11-23,1745.6,1740.8,1754.9,1719.0,167.77,0.0033
2022-11-24,1754.0,1751.0,1761.2,1745.9,134.3,0.0048
2022-11-25,1754.0,1751.0,1761.2,1745.9,134.3,0.0
2022-11-26,1754.0,1751.0,1761.2,1745.9,134.3,0.0
2022-11-27,1754.0,1751.0,1761.2,1745.9,134.3,0.0
2022-11-28,1740.3,1755.0,1763.5,1738.2,132.77,-0.0078000000000000005
2022-11-29,1756.3,1747.6,1765.0,1746.0,1.59,0.0092
2022-11-30,1753.2,1755.5,1776.7,1751.8,1.56,-0.0018
2022-12-01,1808.2,1778.4,1810.9,1777.7,1.27,0.031400000000000004
2022-12-02,1802.6,1809.5,1811.5,1786.0,1.17,-0.0031
2022-12-03,1802.6,1809.5,1811.5,1786.0,1.17,-0.0031
2022-12-04,1802.6,1809.5,1811.5,1786.0,1.17,-0.0031
2022-12-05,1774.3,1803.7,1815.0,1771.6,1.34,-0.015700000000000002
2022-12-06,1775.5,1775.3,1786.0,1772.5,0.55,0.0007000000000000001
2022-12-07,1791.0,1774.7,1795.9,1774.3,0.84,0.0087
2022-12-08,1794.2,1792.5,1799.0,1786.7,0.56,0.0018
2022-12-09,1803.5,1793.5,1810.8,1793.5,0.5,0.0052
2022-12-10,1803.5,1793.5,1810.8,1793.5,0.5,0.0052
2022-12-11,1803.5,1793.5,1810.8,1793.5,0.5,0.0052
2022-12-12,1785.0,1801.6,1801.6,1782.0,0.31,-0.0103
2022-12-13,1818.3,1785.8,1829.0,1785.0,0.57,0.0187
2022-12-14,1811.5,1815.1,1817.1,1800.0,0.28,-0.0037
2022-12-15,1780.6,1811.8,1812.1,1775.0,0.69,-0.0171
2022-12-16,1793.5,1779.9,1797.2,1778.8,0.43,0.0072
2022-12-17,1793.5,1779.9,1797.2,1778.8,0.43,0.0072
2022-12-18,1793.5,1779.9,1797.2,1778.8,0.43,0.0072
2022-12-19,1791.0,1795.2,1801.4,1788.6,0.21,-0.0014000000000000002
2022-12-20,1818.6,1796.4,1824.3,1789.6,0.51,0.0154
2022-12-21,1818.5,1821.6,1825.4,1815.9,0.16,-0.0001
2022-12-22,1788.5,1818.0,1822.0,1787.1,0.41,-0.0165
2022-12-23,1797.4,1793.7,1805.5,1793.2,0.24,0.005
2022-12-24,1797.4,1793.7,1805.5,1793.2,0.24,0.005
2022-12-25,1797.4,1793.7,1805.5,1793.2,0.24,0.005
2022-12-26,1797.4,1793.7,1805.5,1793.2,0.24,0.005
2022-12-27,1816.3,1799.7,1834.1,1799.7,0.22,0.0105
2022-12-28,1808.8,1812.4,1812.4,1801.3,0.43,-0.0040999999999999995
2022-12-29,1826.0,1812.3,1827.3,1811.2,105.99,0.0095
2022-12-30,1826.2,1821.8,1832.4,1819.8,107.5,0.0001
2022-12-31,1826.2,1821.8,1832.4,1819.8,107.5,0.0001
2023-01-01,1826.2,1821.8,1832.4,1819.8,107.5,0.0001
2023-01-02,1826.2,1821.8,1832.4,1819.8,107.5,0.0001
2023-01-03,1846.1,1831.8,1856.6,1831.3,212.27,0.0109
2023-01-04,1859.0,1845.2,1871.3,1842.0,198.35,0.006999999999999999
2023-01-05,1840.6,1861.2,1864.3,1829.9,188.6,-0.009899999999999999
2023-01-06,1869.7,1835.9,1875.2,1835.2,215.37,0.0158
2023-01-07,1869.7,1835.9,1875.2,1835.2,215.37,0.0158
2023-01-08,1869.7,1835.9,1875.2,1835.2,215.37,0.0158
2023-01-09,1877.8,1872.8,1886.4,1869.3,204.55,0.0043
2023-01-10,1876.5,1875.7,1885.2,1872.0,170.51,-0.0007000000000000001
2023-01-11,1878.9,1881.3,1890.9,1870.9,222.25,0.0013
2023-01-12,1898.8,1879.7,1906.5,1872.4,265.17,0.0106
2023-01-13,1921.7,1898.8,1925.3,1895.1,247.88,0.0121
2023-01-14,1921.7,1898.8,1925.3,1895.1,247.88,0.0121
2023-01-15,1921.7,1898.8,1925.3,1895.1,247.88,0.0121
2023-01-16,1909.9,1923.8,1931.8,1906.2,268.37,-0.0060999999999999995
2023-01-17,1909.9,1923.8,1931.8,1906.2,268.37,0.0
2023-01-18,1907.0,1911.1,1929.8,1898.6,218.97,-0.0015
2023-01-19,1923.9,1907.0,1936.9,1902.0,214.25,0.0089
2023-01-20,1928.2,1933.7,1939.0,1922.0,165.27,0.0022
2023-01-21,1928.2,1933.7,1939.0,1922.0,165.27,0.0022
2023-01-22,1928.2,1933.7,1939.0,1922.0,165.27,0.0022
2023-01-23,1928.6,1928.4,1936.7,1912.5,190.09,0.0002
2023-01-24,1935.4,1932.0,1943.8,1918.2,201.71,0.0034999999999999996
2023-01-25,1942.6,1938.7,1949.5,1920.6,190.3,0.0037
2023-01-26,1930.0,1948.0,1949.8,1918.4,223.26,-0.006500000000000001
2023-01-27,1929.4,1929.3,1935.4,1916.5,150.9,-0.0003
2023-01-28,1929.4,1929.3,1935.4,1916.5,150.9,-0.0003
2023-01-29,1929.4,1929.3,1935.4,1916.5,150.9,-0.0003
2023-01-30,1930.2,1936.2,1940.8,1927.3,2.8,0.0004
2023-01-31,1936.6,1929.5,1938.0,1907.4,1.81,0.0033
2023-02-01,1934.3,1935.1,1961.7,1928.0,2.19,-0.0012
2023-02-02,1922.2,1959.3,1966.3,1917.1,1.87,-0.0063
2023-02-03,1868.3,1918.2,1923.6,1866.1,2.6,-0.027999999999999997
2023-02-04,1868.3,1918.2,1923.6,1866.1,2.6,-0.027999999999999997
2023-02-05,1868.3,1918.2,1923.6,1866.1,2.6,-0.027999999999999997
2023-02-06,1871.2,1866.7,1885.4,1865.9,1.59,0.0016
2023-02-07,1876.5,1871.9,1888.5,1869.4,1.45,0.0028000000000000004
2023-02-08,1882.2,1877.4,1890.0,1874.0,1.03,0.003
2023-02-09,1870.0,1879.0,1893.7,1862.0,0.85,-0.006500000000000001
2023-02-10,1865.9,1864.7,1873.3,1855.0,0.77,-0.0022
2023-02-11,1865.9,1864.7,1873.3,1855.0,0.77,-0.0022
2023-02-12,1865.9,1864.7,1873.3,1855.0,0.77,-0.0022
2023-02-13,1855.1,1866.7,1868.5,1852.7,0.83,-0.0058
2023-02-14,1857.0,1856.0,1871.0,1845.0,0.72,0.001
2023-02-15,1837.0,1856.3,1861.7,1831.8,0.78,-0.0108
2023-02-16,1843.4,1838.9,1846.0,1828.3,0.65,0.0034999999999999996
2023-02-17,1842.0,1835.5,1844.6,1819.8,0.73,-0.0008
2023-02-18,1842.0,1835.5,1844.6,1819.8,0.73,-0.0008
2023-02-19,1842.0,1835.5,1844.6,1819.8,0.73,-0.0008
2023-02-20,1842.5,1850.5,1856.4,1839.0,210.17,0.0003
2023-02-21,1834.2,1842.0,1848.0,1831.1,0.91,-0.0045000000000000005
2023-02-22,1833.3,1837.0,1846.4,1825.1,0.57,-0.0005
2023-02-23,1818.8,1823.6,1832.7,1818.3,0.65,-0.0079
2023-02-24,1809.2,1825.2,1827.1,1808.8,0.4,-0.0053
2023-02-25,1809.2,1825.2,1827.1,1808.8,0.4,-0.0053
2023-02-26,1809.2,1825.2,1827.1,1808.8,0.4,-0.0053
2023-02-27,1824.9,1818.0,1827.3,1812.0,130.43,0.0087
2023-02-28,1836.7,1823.9,1838.6,1810.8,184.51,0.006500000000000001
2023-03-01,1845.4,1834.0,1852.5,1829.6,182.58,0.004699999999999999
2023-03-02,1840.5,1843.8,1845.3,1835.9,139.76,-0.0027
2023-03-03,1854.6,1842.1,1864.4,1842.0,158.96,0.0077
2023-03-04,1854.6,1842.1,1864.4,1842.0,158.96,0.0077
2023-03-05,1854.6,1842.1,1864.4,1842.0,158.96,0.0077
2023-03-06,1854.6,1861.0,1864.3,1850.6,136.22,0.0
2023-03-07,1820.0,1852.6,1856.9,1817.1,248.23,-0.0187
2023-03-08,1818.6,1818.0,1828.7,1813.4,208.29,-0.0008
2023-03-09,1834.6,1818.0,1839.4,1815.4,228.47,0.0088
2023-03-10,1867.2,1835.1,1874.3,1830.0,345.81,0.0178
2023-03-11,1867.2,1835.1,1874.3,1830.0,345.81,0.0178
2023-03-12,1867.2,1835.1,1874.3,1830.0,345.81,0.0178
2023-03-13,1916.5,1877.1,1919.5,1875.7,452.33,0.0264
2023-03-14,1910.9,1919.4,1919.4,1899.8,261.28,-0.0029
2023-03-15,1931.3,1908.2,1942.5,1889.5,385.45,0.010700000000000001
2023-03-16,1923.0,1922.8,1938.0,1911.5,248.08,-0.0043
2023-03-17,1973.5,1925.9,1993.7,1922.3,351.09,0.0263
2023-03-18,1973.5,1925.9,1993.7,1922.3,351.09,0.0263
2023-03-19,1973.5,1925.9,1993.7,1922.3,351.09,0.0263
2023-03-20,1982.8,1989.7,2014.9,1970.0,338.02,0.004699999999999999
2023-03-21,1941.1,1983.1,1988.7,1938.6,248.93,-0.021
2023-03-22,1949.6,1943.5,1982.3,1936.5,245.03,0.0044
2023-03-23,1995.9,1974.0,2006.1,1967.3,262.25,0.023700000000000002
2023-03-24,1983.8,1996.1,2006.5,1977.7,285.44,-0.0060999999999999995
2023-03-25,1983.8,1996.1,2006.5,1977.7,285.44,-0.0060999999999999995
2023-03-26,1983.8,1996.1,2006.5,1977.7,285.44,-0.0060999999999999995
2023-03-27,1953.8,1982.6,1984.0,1945.0,206.63,-0.0151
2023-03-28,1973.5,1957.8,1977.1,1949.9,183.58,0.0101
2023-03-29,1966.9,1975.4,1976.0,1959.5,88.56,-0.0033
2023-03-30,1988.5,1973.0,1993.3,1962.7,1.19,0.011000000000000001
2023-03-31,1977.0,1988.5,1995.5,1975.3,0.75,-0.0058
2023-04-01,1977.0,1988.5,1995.5,1975.3,0.75,-0.0058
2023-04-02,1977.0,1988.5,1995.5,1975.3,0.75,-0.0058
2023-04-03,1991.3,1982.6,1998.5,1956.9,0.76,0.0072
2023-04-04,2029.4,1993.2,2034.2,1985.9,1.09,0.0191
2023-04-05,2026.8,2030.0,2040.1,2018.7,1.17,-0.0013
2023-04-06,2017.4,2028.4,2028.6,2007.9,1.2,-0.0046
2023-04-07,2017.4,2028.4,2028.6,2007.9,1.2,-0.0046
2023-04-08,2017.4,2028.4,2028.6,2007.9,1.2,-0.0046
2023-04-09,2017.4,2028.4,2028.6,2007.9,1.2,-0.0046
2023-04-10,1994.8,2003.6,2011.2,1988.0,1.0,-0.011200000000000002
2023-04-11,2010.0,1996.7,2013.4,1996.2,0.46,0.0076
2023-04-12,2015.7,2010.0,2034.1,2007.0,0.83,0.0028000000000000004
2023-04-13,2045.8,2019.5,2053.0,2019.5,0.93,0.0149
2023-04-14,2006.5,2044.9,2051.9,1996.7,1.48,-0.0192
2023-04-15,2006.5,2044.9,2051.9,1996.7,1.48,-0.0192
2023-04-16,2006.5,2044.9,2051.9,1996.7,1.48,-0.0192
2023-04-17,1997.6,2004.8,2018.2,1984.6,0.74,-0.0044
2023-04-18,2010.3,1997.1,2013.4,1994.5,0.22,0.0064
2023-04-19,1998.0,2008.5,2009.7,1971.9,0.92,-0.0060999999999999995
2023-04-20,2009.8,1996.5,2014.5,1994.2,0.42,0.0059
2023-04-21,1981.3,2005.1,2007.0,1973.0,0.62,-0.014199999999999999
2023-04-22,1981.3,2005.1,2007.0,1973.0,0.62,-0.014199999999999999
2023-04-23,1981.3,2005.1,2007.0,1973.0,0.62,-0.014199999999999999
2023-04-24,1990.6,1983.2,1991.0,1975.3,0.54,0.004699999999999999
2023-04-25,1995.1,1995.4,2005.0,1979.3,0.85,0.0023
2023-04-26,1986.9,2000.0,2009.8,1986.6,0.62,-0.0040999999999999995
2023-04-27,1999.0,1999.8,2013.3,1982.0,203.9,0.0060999999999999995
2023-04-28,1999.1,1997.2,2004.1,1984.4,172.45,0.0001
2023-04-29,1999.1,1997.2,2004.1,1984.4,172.45,0.0001
2023-04-30,1999.1,1997.2,2004.1,1984.4,172.45,0.0001
2023-05-01,1992.2,2000.2,2015.4,1985.7,173.02,-0.0034999999999999996
2023-05-02,2023.3,1990.5,2028.8,1986.9,245.64,0.015600000000000001
2023-05-03,2037.0,2026.4,2050.0,2016.0,229.67,0.0068000000000000005
2023-05-04,2055.7,2054.7,2085.4,2038.5,311.0,0.0092
2023-05-05,2024.8,2058.0,2061.3,2007.0,283.3,-0.015
2023-05-06,2024.8,2058.0,2061.3,2007.0,283.3,-0.015
2023-05-07,2024.8,2058.0,2061.3,2007.0,283.3,-0.015
2023-05-08,2033.2,2024.6,2037.1,2022.0,182.21,0.0040999999999999995
2023-05-09,2042.9,2028.4,2045.1,2026.4,199.7,0.0048
2023-05-10,2037.1,2041.6,2056.0,2028.3,260.81,-0.0028000000000000004
2023-05-11,2020.5,2036.8,2047.6,2016.7,296.98,-0.008100000000000001
2023-05-12,2019.8,2020.5,2027.8,2005.7,220.5,-0.0003
2023-05-13,2019.8,2020.5,2027.8,2005.7,220.5,-0.0003
2023-05-14,2019.8,2020.5,2027.8,2005.7,220.5,-0.0003
2023-05-15,2022.7,2013.4,2027.5,2011.2,163.25,0.0014000000000000002
2023-05-16,1993.0,2021.3,2022.7,1989.1,229.94,-0.0147
2023-05-17,1984.9,1993.0,1997.0,1978.1,206.55,-0.0040999999999999995
2023-05-18,1959.8,1985.6,1988.8,1954.4,227.73,-0.0126
2023-05-19,1981.6,1960.5,1987.4,1956.3,234.6,0.0111
2023-05-20,1981.6,1960.5,1987.4,1956.3,234.6,0.0111
2023-05-21,1981.6,1960.5,1987.4,1956.3,234.6,0.0111
2023-05-22,1977.2,1979.4,1984.8,1970.7,165.77,-0.0022
2023-05-23,1974.5,1973.9,1980.0,1955.8,214.36,-0.0014000000000000002
2023-05-24,1964.6,1977.3,1987.9,1958.4,229.89,-0.005
2023-05-25,1943.7,1959.5,1965.4,1939.0,253.88,-0.0106
2023-05-26,1944.3,1941.7,1957.1,1936.0,166.04,0.0003
2023-05-27,1944.3,1941.7,1957.1,1936.0,166.04,0.0003
2023-05-28,1944.3,1941.7,1957.1,1936.0,166.04,0.0003
2023-05-29,1977.1,1961.3,1981.9,1949.6,264.37,0.0169
2023-05-30,1968.1,1951.6,1972.4,1941.2,3.55,-0.0046
2023-05-31,1973.1,1968.4,1984.0,1963.2,1.13,0.0025
2023-06-01,1986.5,1972.3,1991.4,1961.3,1.05,0.0068000000000000005
2023-06-02,1960.6,1985.1,1990.9,1955.0,1.02,-0.013000000000000001
2023-06-03,1960.6,1985.1,1990.9,1955.0,1.02,-0.013000000000000001
2023-06-04,1960.6,1985.1,1990.9,1955.0,1.02,-0.013000000000000001
2023-06-05,1965.7,1954.4,1970.8,1945.0,1.7,0.0026
2023-06-06,1972.9,1968.9,1973.6,1962.0,0.34,0.0037
2023-06-07,1949.9,1971.2,1977.5,1947.1,0.82,-0.011699999999999999
2023-06-08,1969.9,1948.6,1976.0,1948.1,1.14,0.0103
2023-06-09,1968.4,1970.6,1978.4,1962.4,0.43,-0.0008
2023-06-10,1968.4,1970.6,1978.4,1962.4,0.43,-0.0008
2023-06-11,1968.4,1970.6,1978.4,1962.4,0.43,-0.0008
2023-06-12,1960.9,1966.1,1971.5,1954.8,0.44,-0.0038
2023-06-13,1949.9,1962.9,1976.0,1944.5,0.76,-0.005600000000000001
2023-06-14,1960.1,1948.6,1964.9,1944.3,1.07,0.0052
2023-06-15,1961.8,1948.8,1963.7,1929.6,0.82,0.0009
2023-06-16,1962.2,1961.3,1970.6,1956.7,0.62,0.0002
2023-06-17,1962.2,1961.3,1970.6,1956.7,0.62,0.0002
2023-06-18,1962.2,1961.3,1970.6,1956.7,0.62,0.0002
2023-06-19,1947.7,1970.7,1971.8,1940.8,250.14,-0.0074
2023-06-20,1938.9,1961.7,1961.7,1932.4,0.74,-0.0045000000000000005
